text,entities
"""Thuốc metformin 2mg mỗi sáng khi đau""","""[{""text"": ""metformin"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 15}, {""text"": ""2mg"", ""label"": ""DOSAGE"", ""start"": 16, ""end"": 19}, {""text"": ""mỗi sáng"", ""label"": ""FREQUENCY"", ""start"": 20, ""end"": 28}, {""text"": ""khi đau"", ""label"": ""TIMING"", ""start"": 29, ""end"": 36}]"""
"""Cô ấy 35 tuổi bị suy tim dữ dội""","""[{""text"": ""35 tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 13}, {""text"": ""suy tim"", ""label"": ""DISEASE"", ""start"": 17, ""end"": 24}, {""text"": ""dữ dội"", ""label"": ""SEVERITY"", ""start"": 25, ""end"": 31}]"""
"""Tôi 28 năm tuổi bị đau bụng""","""[{""text"": ""28 năm tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 15}, {""text"": ""đau bụng"", ""label"": ""SYMPTOM"", ""start"": 19, ""end"": 27}]"""
"""Ông ấy 50 năm tuổi bị ung thư phổi cần cấp cứu""","""[{""text"": ""50 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""ung thư phổi"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 34}, {""text"": ""cấp cứu"", ""label"": ""URGENCY"", ""start"": 39, ""end"": 46}]"""
"""Con tôi 5 tháng tuổi bị khó ngủ và phù chân""","""[{""text"": ""5 tháng tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 20}, {""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 31}, {""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 31}, {""text"": ""phù chân"", ""label"": ""SYMPTOM"", ""start"": 35, ""end"": 43}, {""text"": ""phù chân"", ""label"": ""SYMPTOM"", ""start"": 35, ""end"": 43}]"""
"""Thuốc thuốc giảm đau 1 viên liên tục khi đau""","""[{""text"": ""thuốc giảm đau"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 20}, {""text"": ""1 viên"", ""label"": ""DOSAGE"", ""start"": 21, ""end"": 27}, {""text"": ""liên tục"", ""label"": ""FREQUENCY"", ""start"": 28, ""end"": 36}, {""text"": ""khi đau"", ""label"": ""TIMING"", ""start"": 37, ""end"": 44}]"""
"""Bị khó thở từ 5 ngày""","""[{""text"": ""khó thở"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 10}, {""text"": ""5 ngày"", ""label"": ""DURATION"", ""start"": 14, ""end"": 20}]"""
"""Tôi 42 tháng tuổi bị khó ngủ""","""[{""text"": ""42 tháng tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 17}, {""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 21, ""end"": 28}]"""
"""Bị đau đầu dữ dội ở tay từ mấy ngày nay""","""[{""text"": ""đau đầu dữ dội"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 17}, {""text"": ""tay"", ""label"": ""BODY_PART"", ""start"": 20, ""end"": 23}, {""text"": ""mấy ngày nay"", ""label"": ""DURATION"", ""start"": 27, ""end"": 39}]"""
"""Thuốc sulfa 50mg mỗi ngày trước bữa ăn""","""[{""text"": ""sulfa"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 11}, {""text"": ""50mg"", ""label"": ""DOSAGE"", ""start"": 12, ""end"": 16}, {""text"": ""mỗi ngày"", ""label"": ""FREQUENCY"", ""start"": 17, ""end"": 25}, {""text"": ""trước bữa ăn"", ""label"": ""TIMING"", ""start"": 26, ""end"": 38}]"""
"""Trẻ em 65 tuổi bị nôn mửa 140/90 mmHg cần an thần""","""[{""text"": ""65 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 25}, {""text"": ""140/90 mmHg"", ""label"": ""MEASUREMENT"", ""start"": 26, ""end"": 37}, {""text"": ""an thần"", ""label"": ""INDICATION"", ""start"": 42, ""end"": 49}]"""
"""Cô ấy bị khó thở về đêm với amlodipine và thuốc hạ áp""","""[{""text"": ""khó thở về đêm"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 23}, {""text"": ""amlodipine"", ""label"": ""MEDICATION"", ""start"": 28, ""end"": 38}, {""text"": ""amlodipine"", ""label"": ""MEDICATION"", ""start"": 28, ""end"": 38}, {""text"": ""thuốc hạ áp"", ""label"": ""MEDICATION"", ""start"": 42, ""end"": 53}, {""text"": ""thuốc hạ áp"", ""label"": ""MEDICATION"", ""start"": 42, ""end"": 53}]"""
"""Bị ho khan ở tai từ 2 ngày""","""[{""text"": ""ho khan"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 10}, {""text"": ""tai"", ""label"": ""BODY_PART"", ""start"": 13, ""end"": 16}, {""text"": ""2 ngày"", ""label"": ""DURATION"", ""start"": 20, ""end"": 26}]"""
"""Tôi 65 tháng tuổi bị phù chân""","""[{""text"": ""65 tháng tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 17}, {""text"": ""phù chân"", ""label"": ""SYMPTOM"", ""start"": 21, ""end"": 29}]"""
"""Trẻ em 75 tháng tuổi bị đau vai 38.5 độ C cần hạ sốt""","""[{""text"": ""75 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""đau vai"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 31}, {""text"": ""38.5 độ C"", ""label"": ""MEASUREMENT"", ""start"": 32, ""end"": 41}, {""text"": ""hạ sốt"", ""label"": ""INDICATION"", ""start"": 46, ""end"": 52}]"""
"""Bà ngoại 70 tháng tuổi bị khó thở về đêm ở bàn chân""","""[{""text"": ""70 tháng tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 22}, {""text"": ""khó thở về đêm"", ""label"": ""SYMPTOM"", ""start"": 26, ""end"": 40}, {""text"": ""bàn chân"", ""label"": ""BODY_PART"", ""start"": 43, ""end"": 51}]"""
"""Ông ấy 18 năm tuổi bị tiểu đường type 2 cần emergency""","""[{""text"": ""18 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""tiểu đường type 2"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 39}, {""text"": ""emergency"", ""label"": ""URGENCY"", ""start"": 44, ""end"": 53}]"""
"""Bà ngoại 90 tháng tuổi bị khó thở về đêm ở mắt""","""[{""text"": ""90 tháng tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 22}, {""text"": ""khó thở về đêm"", ""label"": ""SYMPTOM"", ""start"": 26, ""end"": 40}, {""text"": ""mắt"", ""label"": ""BODY_PART"", ""start"": 43, ""end"": 46}]"""
"""Dùng cetirizine 15 đơn vị một lần một ngày""","""[{""text"": ""cetirizine"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 15}, {""text"": ""15 đơn vị"", ""label"": ""DOSAGE"", ""start"": 16, ""end"": 25}, {""text"": ""một lần một ngày"", ""label"": ""FREQUENCY"", ""start"": 26, ""end"": 42}]"""
"""choáng váng kèm theo lo âu từ 1 tuần""","""[{""text"": ""choáng váng"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 11}, {""text"": ""choáng váng"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 11}, {""text"": ""lo âu"", ""label"": ""SYMPTOM"", ""start"": 21, ""end"": 26}, {""text"": ""lo âu"", ""label"": ""SYMPTOM"", ""start"": 21, ""end"": 26}, {""text"": ""1 tuần"", ""label"": ""DURATION"", ""start"": 30, ""end"": 36}]"""
"""buồn nôn kèm theo ngứa từ từ sáng đến giờ""","""[{""text"": ""buồn nôn"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 8}, {""text"": ""buồn nôn"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 8}, {""text"": ""ngứa"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 22}, {""text"": ""ngứa"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 22}, {""text"": ""từ sáng đến giờ"", ""label"": ""DURATION"", ""start"": 26, ""end"": 41}]"""
"""Sử dụng prednisone 500mg khi đói""","""[{""text"": ""prednisone"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 18}, {""text"": ""500mg"", ""label"": ""DOSAGE"", ""start"": 19, ""end"": 24}, {""text"": ""khi đói"", ""label"": ""TIMING"", ""start"": 25, ""end"": 32}]"""
"""Sử dụng paracetamol 2 viên trước bữa ăn""","""[{""text"": ""paracetamol"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 19}, {""text"": ""2 viên"", ""label"": ""DOSAGE"", ""start"": 20, ""end"": 26}, {""text"": ""trước bữa ăn"", ""label"": ""TIMING"", ""start"": 27, ""end"": 39}]"""
"""Tôi 5 tuổi bị rụng tóc""","""[{""text"": ""5 tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 10}, {""text"": ""rụng tóc"", ""label"": ""SYMPTOM"", ""start"": 14, ""end"": 22}]"""
"""Bà ngoại 8 năm tuổi bị nôn mửa ở mặt""","""[{""text"": ""8 năm tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 19}, {""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 23, ""end"": 30}, {""text"": ""mặt"", ""label"": ""BODY_PART"", ""start"": 33, ""end"": 36}]"""
"""Ông ấy 42 tuổi bị migraine cần cần điều trị ngay""","""[{""text"": ""42 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""migraine"", ""label"": ""DISEASE"", ""start"": 18, ""end"": 26}, {""text"": ""cần điều trị ngay"", ""label"": ""URGENCY"", ""start"": 31, ""end"": 48}]"""
"""Con tôi 2 năm tuổi bị tim đập nhanh và đau tim""","""[{""text"": ""2 năm tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 18}, {""text"": ""tim đập nhanh"", ""label"": ""SYMPTOM"", ""start"": 22, ""end"": 35}, {""text"": ""tim đập nhanh"", ""label"": ""SYMPTOM"", ""start"": 22, ""end"": 35}, {""text"": ""đau tim"", ""label"": ""SYMPTOM"", ""start"": 39, ""end"": 46}, {""text"": ""đau tim"", ""label"": ""SYMPTOM"", ""start"": 39, ""end"": 46}]"""
"""Con tôi 8 tháng tuổi bị buồn nôn và nôn trớ""","""[{""text"": ""8 tháng tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 20}, {""text"": ""buồn nôn"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 32}, {""text"": ""buồn nôn"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 32}, {""text"": ""nôn trớ"", ""label"": ""SYMPTOM"", ""start"": 36, ""end"": 43}, {""text"": ""nôn trớ"", ""label"": ""SYMPTOM"", ""start"": 36, ""end"": 43}]"""
"""Chị ấy 55 tháng tuổi cho con bú bị đau vai""","""[{""text"": ""55 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""cho con bú"", ""label"": ""CONDITION"", ""start"": 21, ""end"": 31}, {""text"": ""đau vai"", ""label"": ""SYMPTOM"", ""start"": 35, ""end"": 42}]"""
"""Cô ấy bị chán ăn với warfarin và penicillin""","""[{""text"": ""chán ăn"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 16}, {""text"": ""warfarin"", ""label"": ""MEDICATION"", ""start"": 21, ""end"": 29}, {""text"": ""warfarin"", ""label"": ""MEDICATION"", ""start"": 21, ""end"": 29}, {""text"": ""penicillin"", ""label"": ""MEDICATION"", ""start"": 33, ""end"": 43}, {""text"": ""penicillin"", ""label"": ""MEDICATION"", ""start"": 33, ""end"": 43}]"""
"""Uống furosemide 100mg để dị ứng""","""[{""text"": ""furosemide"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 15}, {""text"": ""100mg"", ""label"": ""DOSAGE"", ""start"": 16, ""end"": 21}, {""text"": ""dị ứng"", ""label"": ""INDICATION"", ""start"": 25, ""end"": 31}]"""
"""Ông ấy 70 tuổi bị bệnh parkinson""","""[{""text"": ""70 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""bệnh parkinson"", ""label"": ""DISEASE"", ""start"": 18, ""end"": 32}]"""
"""Ông ấy 1 năm tuổi bị đột quỵ não""","""[{""text"": ""1 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 17}, {""text"": ""đột quỵ não"", ""label"": ""DISEASE"", ""start"": 21, ""end"": 32}]"""
"""Ông ấy 5 tuổi bị đột quỵ não cần emergency""","""[{""text"": ""5 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 13}, {""text"": ""đột quỵ não"", ""label"": ""DISEASE"", ""start"": 17, ""end"": 28}, {""text"": ""emergency"", ""label"": ""URGENCY"", ""start"": 33, ""end"": 42}]"""
"""Cô ấy 45 tuổi bị đau dạ dày vừa phải""","""[{""text"": ""45 tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 13}, {""text"": ""đau dạ dày"", ""label"": ""DISEASE"", ""start"": 17, ""end"": 27}, {""text"": ""vừa phải"", ""label"": ""SEVERITY"", ""start"": 28, ""end"": 36}]"""
"""Bị khó thở về đêm từ 3 ngày""","""[{""text"": ""khó thở về đêm"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 17}, {""text"": ""3 ngày"", ""label"": ""DURATION"", ""start"": 21, ""end"": 27}]"""
"""Cô ấy bị đau cơ với metformin và cetirizine""","""[{""text"": ""đau cơ"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 15}, {""text"": ""metformin"", ""label"": ""MEDICATION"", ""start"": 20, ""end"": 29}, {""text"": ""metformin"", ""label"": ""MEDICATION"", ""start"": 20, ""end"": 29}, {""text"": ""cetirizine"", ""label"": ""MEDICATION"", ""start"": 33, ""end"": 43}, {""text"": ""cetirizine"", ""label"": ""MEDICATION"", ""start"": 33, ""end"": 43}]"""
"""Ông ấy 70 tuổi bị tăng huyết áp cần cần điều trị ngay""","""[{""text"": ""70 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""tăng huyết áp"", ""label"": ""DISEASE"", ""start"": 18, ""end"": 31}, {""text"": ""cần điều trị ngay"", ""label"": ""URGENCY"", ""start"": 36, ""end"": 53}]"""
"""Cô ấy bị đau tim với simvastatin và kháng sinh""","""[{""text"": ""đau tim"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 16}, {""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 21, ""end"": 32}, {""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 21, ""end"": 32}, {""text"": ""kháng sinh"", ""label"": ""MEDICATION"", ""start"": 36, ""end"": 46}, {""text"": ""kháng sinh"", ""label"": ""MEDICATION"", ""start"": 36, ""end"": 46}]"""
"""Tôi 5 năm tuổi bị sốt cao""","""[{""text"": ""5 năm tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 14}, {""text"": ""sốt cao"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 25}]"""
"""Uống omeprazole 400mg để kiểm soát đường huyết""","""[{""text"": ""omeprazole"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 15}, {""text"": ""400mg"", ""label"": ""DOSAGE"", ""start"": 16, ""end"": 21}, {""text"": ""kiểm soát đường huyết"", ""label"": ""INDICATION"", ""start"": 25, ""end"": 46}]"""
"""Bệnh nhân 3 tháng tuổi bị viêm da cơ địa cần dùng penicillin""","""[{""text"": ""3 tháng tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 22}, {""text"": ""viêm da cơ địa"", ""label"": ""DISEASE"", ""start"": 26, ""end"": 40}, {""text"": ""penicillin"", ""label"": ""MEDICATION"", ""start"": 50, ""end"": 60}]"""
"""Uống azithromycin 1 viên để chống nôn""","""[{""text"": ""azithromycin"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 17}, {""text"": ""1 viên"", ""label"": ""DOSAGE"", ""start"": 18, ""end"": 24}, {""text"": ""chống nôn"", ""label"": ""INDICATION"", ""start"": 28, ""end"": 37}]"""
"""Con tôi 18 tháng tuổi bị đau đầu một bên và đau ngực""","""[{""text"": ""18 tháng tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 21}, {""text"": ""đau đầu một bên"", ""label"": ""SYMPTOM"", ""start"": 25, ""end"": 40}, {""text"": ""đau đầu một bên"", ""label"": ""SYMPTOM"", ""start"": 25, ""end"": 40}, {""text"": ""đau ngực"", ""label"": ""SYMPTOM"", ""start"": 44, ""end"": 52}, {""text"": ""đau ngực"", ""label"": ""SYMPTOM"", ""start"": 44, ""end"": 52}]"""
"""Bị đau bụng từ 1 tuần""","""[{""text"": ""đau bụng"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 11}, {""text"": ""1 tuần"", ""label"": ""DURATION"", ""start"": 15, ""end"": 21}]"""
"""Bị đau đầu dữ dội ở phổi từ 2 tuần""","""[{""text"": ""đau đầu dữ dội"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 17}, {""text"": ""phổi"", ""label"": ""BODY_PART"", ""start"": 20, ""end"": 24}, {""text"": ""2 tuần"", ""label"": ""DURATION"", ""start"": 28, ""end"": 34}]"""
"""Ông ấy 8 năm tuổi bị viêm gan""","""[{""text"": ""8 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 17}, {""text"": ""viêm gan"", ""label"": ""DISEASE"", ""start"": 21, ""end"": 29}]"""
"""Bà ngoại 50 năm tuổi bị đau bụng dưới ở cột sống""","""[{""text"": ""50 năm tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 20}, {""text"": ""đau bụng dưới"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 37}, {""text"": ""cột sống"", ""label"": ""BODY_PART"", ""start"": 40, ""end"": 48}]"""
"""Bà ngoại 55 năm tuổi bị tim đập nhanh ở bàn chân""","""[{""text"": ""55 năm tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 20}, {""text"": ""tim đập nhanh"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 37}, {""text"": ""bàn chân"", ""label"": ""BODY_PART"", ""start"": 40, ""end"": 48}]"""
"""Bị đau răng ở da từ 5 ngày""","""[{""text"": ""đau răng"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 11}, {""text"": ""da"", ""label"": ""BODY_PART"", ""start"": 14, ""end"": 16}, {""text"": ""5 ngày"", ""label"": ""DURATION"", ""start"": 20, ""end"": 26}]"""
"""Ông ấy 50 tuổi bị viêm họng""","""[{""text"": ""50 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""viêm họng"", ""label"": ""DISEASE"", ""start"": 18, ""end"": 27}]"""
"""Cô ấy 20 năm tuổi bị mụn trứng cá cấp tính""","""[{""text"": ""20 năm tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 17}, {""text"": ""mụn trứng cá"", ""label"": ""DISEASE"", ""start"": 21, ""end"": 33}, {""text"": ""cấp tính"", ""label"": ""SEVERITY"", ""start"": 34, ""end"": 42}]"""
"""Bệnh nhân 25 năm tuổi bị đột quỵ não cần dùng simvastatin""","""[{""text"": ""25 năm tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 21}, {""text"": ""đột quỵ não"", ""label"": ""DISEASE"", ""start"": 25, ""end"": 36}, {""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 46, ""end"": 57}]"""
"""Chị ấy 45 tháng tuổi suy gan bị đau ngực""","""[{""text"": ""45 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""suy gan"", ""label"": ""CONDITION"", ""start"": 21, ""end"": 28}, {""text"": ""đau ngực"", ""label"": ""SYMPTOM"", ""start"": 32, ""end"": 40}]"""
"""Sử dụng simvastatin 1 ống trước bữa ăn""","""[{""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 19}, {""text"": ""1 ống"", ""label"": ""DOSAGE"", ""start"": 20, ""end"": 25}, {""text"": ""trước bữa ăn"", ""label"": ""TIMING"", ""start"": 26, ""end"": 38}]"""
"""buồn nôn kèm theo mất ngủ từ từ hôm qua""","""[{""text"": ""buồn nôn"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 8}, {""text"": ""buồn nôn"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 8}, {""text"": ""mất ngủ"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 25}, {""text"": ""mất ngủ"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 25}, {""text"": ""từ hôm qua"", ""label"": ""DURATION"", ""start"": 29, ""end"": 39}]"""
"""Tôi 75 tuổi bị đau lưng""","""[{""text"": ""75 tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 11}, {""text"": ""đau lưng"", ""label"": ""SYMPTOM"", ""start"": 15, ""end"": 23}]"""
"""Cô ấy 50 năm tuổi bị trầm cảm mãn tính""","""[{""text"": ""50 năm tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 17}, {""text"": ""trầm cảm"", ""label"": ""DISEASE"", ""start"": 21, ""end"": 29}, {""text"": ""mãn tính"", ""label"": ""SEVERITY"", ""start"": 30, ""end"": 38}]"""
"""Ông ấy 15 tháng tuổi bị tăng huyết áp cần khẩn cấp""","""[{""text"": ""15 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""tăng huyết áp"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 37}, {""text"": ""khẩn cấp"", ""label"": ""URGENCY"", ""start"": 42, ""end"": 50}]"""
"""Bệnh nhân 65 năm tuổi bị trầm cảm cần dùng cetirizine""","""[{""text"": ""65 năm tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 21}, {""text"": ""trầm cảm"", ""label"": ""DISEASE"", ""start"": 25, ""end"": 33}, {""text"": ""cetirizine"", ""label"": ""MEDICATION"", ""start"": 43, ""end"": 53}]"""
"""Cô ấy bị khó thở về đêm với simvastatin và warfarin""","""[{""text"": ""khó thở về đêm"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 23}, {""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 28, ""end"": 39}, {""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 28, ""end"": 39}, {""text"": ""warfarin"", ""label"": ""MEDICATION"", ""start"": 43, ""end"": 51}, {""text"": ""warfarin"", ""label"": ""MEDICATION"", ""start"": 43, ""end"": 51}]"""
"""Thuốc warfarin 50mg ba lần một ngày khi đói""","""[{""text"": ""warfarin"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 14}, {""text"": ""50mg"", ""label"": ""DOSAGE"", ""start"": 15, ""end"": 19}, {""text"": ""ba lần một ngày"", ""label"": ""FREQUENCY"", ""start"": 20, ""end"": 35}, {""text"": ""khi đói"", ""label"": ""TIMING"", ""start"": 36, ""end"": 43}]"""
"""Bệnh nhân 18 năm tuổi bị bệnh thận cần dùng gabapentin""","""[{""text"": ""18 năm tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 21}, {""text"": ""bệnh thận"", ""label"": ""DISEASE"", ""start"": 25, ""end"": 34}, {""text"": ""gabapentin"", ""label"": ""MEDICATION"", ""start"": 44, ""end"": 54}]"""
"""Ông ấy 75 năm tuổi bị đau dạ dày""","""[{""text"": ""75 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""đau dạ dày"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 32}]"""
"""Chị ấy 18 tuổi suy gan bị nôn mửa""","""[{""text"": ""18 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""suy gan"", ""label"": ""CONDITION"", ""start"": 15, ""end"": 22}, {""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 26, ""end"": 33}]"""
"""Cô ấy bị tê bì với azithromycin và doxycycline""","""[{""text"": ""tê bì"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 14}, {""text"": ""azithromycin"", ""label"": ""MEDICATION"", ""start"": 19, ""end"": 31}, {""text"": ""azithromycin"", ""label"": ""MEDICATION"", ""start"": 19, ""end"": 31}, {""text"": ""doxycycline"", ""label"": ""MEDICATION"", ""start"": 35, ""end"": 46}, {""text"": ""doxycycline"", ""label"": ""MEDICATION"", ""start"": 35, ""end"": 46}]"""
"""Trẻ em 25 năm tuổi bị rụng tóc 120/80 mmHg cần dị ứng""","""[{""text"": ""25 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""rụng tóc"", ""label"": ""SYMPTOM"", ""start"": 22, ""end"": 30}, {""text"": ""rụng tóc"", ""label"": ""SYMPTOM"", ""start"": 22, ""end"": 30}, {""text"": ""120/80 mmHg"", ""label"": ""MEASUREMENT"", ""start"": 31, ""end"": 42}, {""text"": ""dị ứng"", ""label"": ""INDICATION"", ""start"": 47, ""end"": 53}]"""
"""Cô ấy 80 năm tuổi bị đau dạ dày dữ dội""","""[{""text"": ""80 năm tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 17}, {""text"": ""đau dạ dày"", ""label"": ""DISEASE"", ""start"": 21, ""end"": 31}, {""text"": ""dữ dội"", ""label"": ""SEVERITY"", ""start"": 32, ""end"": 38}]"""
"""Cô ấy bị viêm họng với warfarin và ibuprofen""","""[{""text"": ""viêm họng"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 18}, {""text"": ""warfarin"", ""label"": ""MEDICATION"", ""start"": 23, ""end"": 31}, {""text"": ""warfarin"", ""label"": ""MEDICATION"", ""start"": 23, ""end"": 31}, {""text"": ""ibuprofen"", ""label"": ""MEDICATION"", ""start"": 35, ""end"": 44}, {""text"": ""ibuprofen"", ""label"": ""MEDICATION"", ""start"": 35, ""end"": 44}]"""
"""đau vai kèm theo tê bì từ từ sáng đến giờ""","""[{""text"": ""đau vai"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""đau vai"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""tê bì"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 22}, {""text"": ""tê bì"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 22}, {""text"": ""từ sáng đến giờ"", ""label"": ""DURATION"", ""start"": 26, ""end"": 41}]"""
"""Con tôi 25 năm tuổi bị đau đầu dữ dội và choáng váng""","""[{""text"": ""25 năm tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 19}, {""text"": ""đau đầu dữ dội"", ""label"": ""SYMPTOM"", ""start"": 23, ""end"": 37}, {""text"": ""đau đầu dữ dội"", ""label"": ""SYMPTOM"", ""start"": 23, ""end"": 37}, {""text"": ""choáng váng"", ""label"": ""SYMPTOM"", ""start"": 41, ""end"": 52}, {""text"": ""choáng váng"", ""label"": ""SYMPTOM"", ""start"": 41, ""end"": 52}]"""
"""Trẻ em 30 tuổi bị ho khan 180 mg/dl cần kiểm soát đường huyết""","""[{""text"": ""30 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""ho khan"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 25}, {""text"": ""180 mg/dl"", ""label"": ""MEASUREMENT"", ""start"": 26, ""end"": 35}, {""text"": ""kiểm soát đường huyết"", ""label"": ""INDICATION"", ""start"": 40, ""end"": 61}]"""
