text,intent,category,confidence
"""Thuốc metformin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc prednisone có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có làm buồn nôn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có tác dụng phụ gì""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc paracetamol có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có ảnh hưởng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc warfarin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có hại gì không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có độc không""",side_effects,tác_dụng_phụ,1.0
"""Thuốc aspirin có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có an toàn""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có gây dị ứng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc insulin có làm choáng váng""",side_effects,tác_dụng_phụ,1.0
"""Thuốc omeprazole có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có chống chỉ định""",side_effects,tác_dụng_phụ,1.0
"""Thuốc cetirizine có tương tác""",side_effects,tác_dụng_phụ,1.0
"""Thuốc metformin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc amoxicillin có gây đau đầu""",side_effects,tác_dụng_phụ,1.0
"""Thuốc ibuprofen có an toàn""",side_effects,tác_dụng_phụ,1.0
